,pefr_am,pefr_pm,pefr_other
count,1344.0,343.0,1344.0
min,45.0,42.0,300.0
median,475.0,470.0,450.0
max,575.0,510.0,560.0
mean,469.9642857142857,466.40524781341105,450.47098214285717
sum,631632.0,159977.0,605433.0
std,42.60118316162083,31.969364980653275,40.21151411522266
skew,-1.9497574636396855,-7.024156940984017,-0.5980673268319177
