,pefr_am,pefr_pm,pefr_other
count,242.0,29.0,158.0
min,500.0,530.0,500.0
median,580.0,546.25,570.0
max,660.0,590.0,650.0
mean,578.6363636363636,552.0689655172414,570.7278481012659
sum,140030.0,16010.0,90175.0
std,27.1110109665671,20.627099087093374,25.861609444111686
skew,-0.3567616617118797,1.1918020394592312,0.498660341401128
