,pefr_am,pefr_pm,pefr_other
count,1254.0,686.0,31.0
min,510.0,450.0,670.0
median,640.0,600.0,670.0
max,780.0,720.0,700.0
mean,637.8947368421053,607.8206997084548,677.258064516129
sum,799920.0,416965.0,20995.0
std,49.888515374253004,41.3214528212802,10.045977253914877
skew,0.09772421316833715,-0.08514121356793905,1.079119750769144
