,pefr_am,pefr_pm,pefr_other
count,612.0,498.0,0.0
min,280.0,250.0,
median,300.0,300.0,
max,450.0,380.0,
mean,313.0147058823529,314.2971887550201,
sum,191565.0,156520.0,0.0
std,21.80062667758036,21.215764992899015,
skew,2.006291875878825,0.4292556955787624,
