,pefr_am,pefr_pm,pefr_other
count,1532.0,515.0,1432.0
min,42.0,225.0,21.0
median,390.0,360.0,380.0
max,600.0,430.0,490.0
mean,370.2007180156658,354.1495145631068,368.92527932960894
sum,567147.5,182387.0,528301.0
std,49.01532010855434,34.31626800460521,37.36842283371289
skew,-0.8965742081151528,-0.5043662088900324,-1.304655948371502
