,pefr_am,pefr_pm,pefr_other
count,169.0,168.0,20.0
min,300.0,300.0,400.0
median,390.0,398.33333333333337,400.0
max,430.0,430.0,400.0
mean,379.14201183431953,387.79761904761904,400.0
sum,64075.0,65150.0,8000.0
std,32.27229014607341,30.552421835140947,0.0
skew,-1.0354660228062067,-1.4213709637891216,0.0
